holiday,temp,rain_1h,snow_1h,clouds_all,weather,traffic_volume,month,weekday,hour
0,0.18806238752249582,0.0,0.0,0.2,Clouds,5516,2,4,8
0,0.2033593281343733,0.0,0.0,0.01,Clear,5076,2,4,9
0,0.2315536892621477,0.0,0.0,0.01,Clear,4664,2,4,10
0,0.25299940011997624,0.0,0.0,0.01,Clear,5185,2,4,11
0,0.27204559088182334,0.0,0.0,0.01,Clear,5655,2,4,12
0,0.2895920815836832,0.0,0.0,0.01,Clear,5429,2,4,13
0,0.3012897420515901,0.0,0.0,0.01,Clear,5616,2,4,14
0,0.30578884223155356,0.0,0.0,0.01,Clear,5999,2,4,15
0,0.3041391721655673,0.0,0.0,0.01,Clear,6403,2,4,16
0,0.2982903419316134,0.0,0.0,0.01,Clear,6160,2,4,17
0,0.27624475104979007,0.0,0.0,0.01,Clear,4973,2,4,18
0,0.25794841031793636,0.0,0.0,0.01,Clear,3930,2,4,19
0,0.2390521895620874,0.0,0.0,0.01,Clear,3049,2,4,20
0,0.22975404919016196,0.0,0.0,0.01,Clear,2796,2,4,21
0,0.22060587882423555,0.0,0.0,0.01,Clear,3539,2,4,22
0,0.20815836832633483,0.0,0.0,0.01,Clear,2039,2,4,23
0,0.19391121775644882,0.0,0.0,0.01,Clear,1111,2,5,0
0,0.18641271745650867,0.0,0.0,0.01,Clear,759,2,5,1
0,0.1798140371925614,0.0,0.0,0.4,Clouds,542,2,5,2
0,0.18011397720455946,0.0,0.0,0.75,Clouds,334,2,5,3
0,0.1813137372525495,0.0,0.0,0.75,Clouds,349,2,5,4
0,0.1853629274145172,0.0,0.0,0.75,Clouds,636,2,5,5
0,0.18971205758848297,0.0,0.0,0.75,Clouds,1205,2,5,6
0,0.1946610677864431,0.0,0.0,0.75,Clouds,2164,2,5,7
0,0.21250749850030015,0.0,0.0,0.75,Clouds,2839,2,5,8
0,0.23800239952009594,0.0,0.0,0.9,Clouds,3583,2,5,9
0,0.27189562087582475,0.0,0.0,0.9,Clouds,3892,2,5,10
0,0.2906418716256747,0.0,0.0,0.9,Clouds,4213,2,5,11
0,0.3018896220755849,0.0,0.0,0.9,Clouds,3892,2,5,12
0,0.3188362327534491,0.004493978069387021,0.0,0.9,Rain,3587,2,5,13
0,0.32903419316136784,0.009167715261549523,0.0,0.9,Rain,3779,2,5,14
0,0.3323335332933417,0.004493978069387021,0.0,0.9,Rain,3670,2,5,15
0,0.3329334133173365,0.0,0.0,0.9,Clouds,3871,2,5,16
0,0.3329334133173365,0.0,0.0,0.9,Clouds,3908,2,5,17
0,0.33128374325135024,0.0,0.0,0.9,Clouds,3612,2,5,18
0,0.3273845230953816,0.0,0.0,0.9,Clouds,2983,2,5,19
0,0.3267846430713859,0.0,0.0,0.9,Clouds,2631,2,5,20
0,0.3293341331733659,0.0,0.0,0.9,Clouds,2682,2,5,21
0,0.3329334133173365,0.0,0.0,0.9,Clouds,2412,2,5,22
0,0.33338332333533316,0.0,0.0,0.9,Clouds,1579,2,5,23
0,0.33068386322735455,0.0,0.0,0.9,Clouds,999,2,6,0
0,0.32483503299340155,0.0,0.0,0.9,Clouds,670,2,6,1
0,0.3183863227354533,0.0,0.0,0.9,Clouds,520,2,6,2
0,0.27129574085182995,0.0,0.0,0.01,Clear,323,2,6,3
0,0.26244751049790027,0.0,0.0,0.01,Clear,252,2,6,4
0,0.2534493101379729,0.0,0.0,0.01,Clear,445,2,6,5
0,0.24565086982603468,0.0,0.0,0.01,Clear,740,2,6,6
0,0.22330533893221327,0.0,0.0,0.01,Clear,1011,2,6,7
0,0.21580683863227312,0.0,0.0,0.01,Clear,1647,2,6,8
0,0.247600479904019,0.0,0.0,0.01,Clear,2440,2,6,9
0,0.2643971205758846,0.0,0.0,0.01,Clear,3101,2,6,10
0,0.28704259148170364,0.0,0.0,0.01,Clear,3505,2,6,11
0,0.3038392321535692,0.0,0.0,0.01,Clear,3918,2,6,12
0,0.32258548290341915,0.0,0.0,0.75,Clouds,4210,2,6,13
0,0.3263347330533892,0.0,0.0,0.75,Clouds,4193,2,6,14
0,0.3338332333533294,0.0,0.0,0.75,Clouds,4175,2,6,15
0,0.337582483503299,0.0,0.0,0.9,Clouds,4354,2,6,16
0,0.3338332333533294,0.0,0.0,0.9,Clouds,3917,2,6,17
0,0.3338332333533294,0.0,0.0,0.9,Clouds,3523,2,6,18
0,0.337582483503299,0.0,0.0,0.9,Clouds,2826,2,6,19
0,0.3413317336532691,0.0,0.0,0.9,Clouds,2365,2,6,20
0,0.3468806238752249,0.0,0.0,0.9,Clouds,2072,2,6,21
0,0.35842831433713274,0.0,0.0,0.9,Clouds,1602,2,6,22
0,0.3540791841631674,0.0,0.0,0.9,Clouds,978,2,6,23
1,0.36067786442711514,0.0,0.0,0.9,Clouds,583,2,0,0
0,0.36757648470305915,0.0,0.0,0.9,Clouds,358,2,0,1
0,0.36202759448110333,0.0,0.0,0.9,Clouds,245,2,0,2
0,0.36202759448110333,0.0,0.0,0.9,Clouds,324,2,0,3
0,0.360077984403119,0.0,0.0,0.9,Clouds,803,2,0,4
0,0.35842831433713274,0.0,0.0,0.9,Clouds,2601,2,0,5
0,0.35257948410317885,0.0,0.0,0.9,Clouds,4527,2,0,6
0,0.3507798440311931,0.0,0.0,0.9,Clouds,3953,2,0,7
0,0.35257948410317885,0.0,0.0,0.9,Clouds,3079,2,0,8
0,0.360077984403119,0.0,0.0,0.9,Clouds,2778,2,0,9
0,0.3678764247150572,0.0,0.0,0.9,Clouds,2606,2,0,10
0,0.3863227354529095,0.0,0.0,0.9,Clouds,2643,2,0,11
0,0.3900719856028796,0.0,0.0,0.9,Clouds,2965,2,0,12
0,0.39757048590281885,0.0,0.0,0.9,Clouds,3306,2,0,13
0,0.40881823635272907,0.0,0.0,0.9,Clouds,3721,2,0,14
0,0.4163167366526692,0.0,0.0,0.9,Clouds,4051,2,0,15
0,0.4220155968806236,0.0,0.0,0.9,Clouds,4344,2,0,16
0,0.4185662867426516,0.0,0.0,0.9,Clouds,4282,2,0,17
0,0.39187162567486533,0.0,0.0,0.4,Clouds,3306,2,0,18
0,0.36172765446910615,0.0,0.0,0.01,Clear,2465,2,0,19
0,0.3260347930413916,0.0,0.0,0.01,Clear,2284,2,0,20
0,0.309238152369526,0.0,0.0,0.01,Clear,1908,2,0,21
0,0.30743851229754027,0.0,0.0,0.01,Clear,1298,2,0,22
0,0.3131373725254947,0.0,0.0,0.01,Clear,895,2,0,23
0,0.34148170365926855,0.0,0.0,0.01,Clear,511,2,1,0
0,0.3564787042591484,0.0,0.0,0.4,Clouds,339,2,1,1
0,0.36202759448110333,0.0,0.0,0.9,Clouds,269,2,1,2
0,0.360077984403119,0.0,0.0,0.75,Clouds,365,2,1,3
0,0.360077984403119,0.0,0.0,0.4,Clouds,795,2,1,4
0,0.3657768446310734,0.0,0.0,0.2,Clouds,2686,2,1,5
0,0.3563287342531489,0.0,0.0,0.01,Clear,5221,2,1,6
0,0.3506298740251945,0.0,0.0,0.2,Clouds,5995,2,1,7
0,0.3588782243551294,0.0,0.0,0.2,Clouds,5400,2,1,8
0,0.39757048590281885,0.0,0.0,0.2,Clouds,5551,2,1,9
0,0.431463707258549,0.0,0.0,0.4,Clouds,4220,2,1,10
0,0.463407318536293,0.0,0.0,0.75,Clouds,4620,2,1,11
0,0.4800539892021596,0.0,0.0,0.75,Clouds,4765,2,1,12
0,0.49685062987402473,0.0,0.0,0.75,Clouds,4775,2,1,13
0,0.5062987402519492,0.0,0.0,0.75,Clouds,5190,2,1,14
0,0.5230953809238152,0.0,0.0,0.4,Clouds,5783,2,1,15
0,0.5230953809238152,0.0,0.0,0.75,Clouds,6395,2,1,16
0,0.5040491901619677,0.0,0.0,0.9,Clouds,6388,2,1,17
0,0.49550089982003653,0.0,0.0,0.9,Clouds,4877,2,1,18
0,0.48260347930413916,0.0,0.0,0.75,Clouds,3421,2,1,19
0,0.46760647870425887,0.0,0.0,0.75,Clouds,2985,2,1,20
0,0.44811037792441466,0.0,0.0,0.4,Clouds,2640,2,1,21
0,0.434913017396521,0.0,0.0,0.01,Clear,1608,2,1,22
0,0.42186562687462503,0.0,0.0,0.01,Clear,939,2,1,23
0,0.405068986202759,0.0,0.0,0.01,Clear,527,2,2,0
0,0.3993701259748046,0.0,0.0,0.01,Clear,340,2,2,1
0,0.3806238752249551,0.0,0.0,0.01,Clear,259,2,2,2
0,0.36487702459508187,0.0,0.0,0.01,Clear,389,2,2,3
0,0.3656268746250748,0.0,0.0,0.01,Clear,802,2,2,4
0,0.3563287342531489,0.0,0.0,0.01,Clear,2712,2,2,5
0,0.3374325134973004,0.0,0.0,0.01,Clear,5516,2,2,6
0,0.32618476304739064,0.0,0.0,0.01,Clear,6158,2,2,7
0,0.3374325134973004,0.0,0.0,0.01,Clear,5947,2,2,8
0,0.37687462507498504,0.0,0.0,0.01,Clear,5025,2,2,9
0,0.40761847630473946,0.0,0.0,0.01,Clear,4317,2,2,10
0,0.4313137372525495,0.0,0.0,0.2,Clouds,4682,2,2,11
0,0.4707558488302337,0.0,0.0,0.2,Clouds,4815,2,2,12
0,0.48485302939412156,0.0,0.0,0.4,Clouds,5072,2,2,13
0,0.4934013197360536,0.0,0.0,0.75,Clouds,5308,2,2,14
0,0.49550089982003653,0.0,0.0,0.75,Clouds,5928,2,2,15
0,0.5019496100779848,0.0,0.0,0.9,Clouds,6660,2,2,16
0,0.49775044991001804,0.0,0.0,0.9,Clouds,6438,2,2,17
0,0.495050989802039,0.0,0.0,0.9,Clouds,4850,2,2,18
0,0.4856028794241154,0.0,0.0,0.75,Clouds,3621,2,2,19
0,0.4800539892021596,0.0,0.0,0.75,Clouds,2917,2,2,20
0,0.47450509898020377,0.0,0.0,0.75,Clouds,2625,2,2,21
0,0.47825434913017384,0.0,0.0,0.9,Clouds,1877,2,2,22
0,0.48020395920815906,0.0,0.0,0.9,Clouds,1118,2,2,23
0,0.48710257948410307,0.0,0.0,0.9,Clouds,605,2,3,0
0,0.48380323935212965,0.0,0.0,0.9,Clouds,338,2,3,1
0,0.47255548890221943,0.0,0.0,0.75,Clouds,279,2,3,2
0,0.4650569886022793,0.0,0.0,0.75,Clouds,385,2,3,3
0,0.45755848830233914,0.0,0.0,0.75,Clouds,846,2,3,4
0,0.45185962807438473,0.0,0.0,0.75,Clouds,2706,2,3,5
0,0.4463107378524289,0.0,0.0,0.75,Clouds,5621,2,3,6
0,0.4406118776244754,0.0,0.0,0.9,Clouds,6132,2,3,7
0,0.45050989802039654,0.0,0.0,0.9,Clouds,4912,2,3,8
0,0.4590581883623277,0.0,0.0,0.9,Clouds,4571,2,3,9
0,0.46775644871025746,0.0,0.0,0.9,Clouds,4021,2,3,10
0,0.46550689862027594,0.0,0.0,0.9,Clouds,4380,2,3,11
0,0.46880623875224936,0.0,0.0,0.9,Clouds,4511,2,3,12
0,0.46310737852429495,0.0,0.0,0.9,Clouds,4268,2,3,13
0,0.45755848830233914,0.0,0.0,0.9,Clouds,4547,2,3,14
0,0.45710857828434337,0.0,0.0,0.9,Clouds,4513,2,3,15
0,0.45710857828434337,0.0,0.0,0.9,Clouds,3562,2,3,16
0,0.45500899820036045,0.0,0.0,0.9,Clouds,2657,2,3,17
0,0.4506598680263951,0.0,0.0,0.9,Clouds,1961,2,3,18
0,0.444211157768446,0.0,0.0,0.9,Clouds,1437,2,3,19
0,0.429064187162568,0.0,0.0,0.9,Clouds,1376,2,3,20
0,0.40326934613077325,0.0,0.0,0.9,Clouds,1415,2,3,21
0,0.3497300539892021,0.0,0.0,0.9,Clouds,1060,2,3,22
0,0.32618476304739064,0.0,0.0,0.9,Clouds,817,2,3,23
0,0.3075884823035393,0.0,0.0,0.9,Clouds,415,2,4,0
0,0.2963407318536291,0.0,0.0,0.9,Clouds,289,2,4,1
0,0.2838932213557288,0.0,0.0,0.9,Clouds,218,2,4,2
0,0.27759448110377916,0.0,0.0,0.9,Clouds,311,2,4,3
0,0.2643971205758846,0.0,0.0,0.9,Clouds,611,2,4,4
0,0.25884823035392923,0.0,0.0,0.9,Clouds,1780,2,4,5
0,0.24295140971805607,0.0,0.0,0.9,Clouds,2947,2,4,6
0,0.23875224955009022,0.0,0.0,0.9,Clouds,3178,2,4,7
0,0.23185362927414577,0.0,0.0,0.4,Clouds,1996,2,4,8
0,0.23260347930413916,0.0,0.0,0.9,Clouds,1464,2,4,9
0,0.24640071985602896,0.0,0.0,0.9,Clouds,1741,2,4,10
0,0.25494901019796057,0.0,0.0,0.4,Clouds,1244,2,4,11
0,0.26634673065386893,0.0,0.0,0.4,Clouds,2464,2,4,12
0,0.27489502099580143,0.0,0.0,0.4,Clouds,2761,2,4,13
0,0.28554289142171596,0.0,0.0,0.4,Clouds,3179,2,4,14
0,0.2963407318536291,0.0,0.0,0.4,Clouds,3429,2,4,15
0,0.3005398920215958,0.0,0.0,0.2,Clouds,3560,2,4,16
0,0.3069886022795445,0.0,0.0,0.2,Clouds,3361,2,4,17
0,0.2961907618476305,0.0,0.0,0.01,Clear,2800,2,4,18
0,0.2961907618476305,0.0,0.0,0.01,Clear,2322,2,4,19
0,0.2961907618476305,0.0,0.0,0.01,Clear,1870,2,4,20
0,0.3005398920215958,0.0,0.0,0.01,Clear,1843,2,4,21
0,0.2906418716256747,0.0,0.0,0.01,Clear,1684,2,4,22
0,0.2756448710257948,0.0,0.0,0.01,Clear,1165,2,4,23
0,0.2681463707258547,0.0,0.0,0.01,Clear,705,2,5,0
0,0.26064787042591453,0.0,0.0,0.01,Clear,437,2,5,1
0,0.2531493701259748,0.0,0.0,0.01,Clear,340,2,5,2
0,0.24370125974805035,0.0,0.0,0.01,Clear,300,2,5,3
0,0.23440311937612446,0.0,0.0,0.01,Clear,327,2,5,4
0,0.22690461907618475,0.0,0.0,0.01,Clear,647,2,5,5
0,0.21745650869826028,0.0,0.0,0.01,Clear,1128,2,5,6
0,0.20995800839832013,0.0,0.0,0.01,Clear,1718,2,5,7
0,0.21010797840431916,0.0,0.0,0.01,Clear,1797,2,5,8
0,0.2288542291541691,0.0,0.0,0.2,Clouds,2667,2,5,9
0,0.24565086982603468,0.0,0.0,0.2,Clouds,2775,2,5,10
0,0.26259748050389886,0.0,0.0,0.2,Clouds,3144,2,5,11
0,0.2756448710257948,0.0,0.0,0.2,Clouds,3397,2,5,12
0,0.28554289142171596,0.0,0.0,0.2,Clouds,3401,2,5,13
0,0.2981403719256148,0.0,0.0,0.2,Clouds,3651,2,5,14
0,0.30008998200359915,0.0,0.0,0.2,Clouds,3613,2,5,15
0,0.2963407318536291,0.0,0.0,0.2,Clouds,3567,2,5,16
0,0.2906418716256747,0.0,0.0,0.2,Clouds,3366,2,5,17
0,0.27699460107978435,0.0,0.0,0.01,Clear,3206,2,5,18
0,0.2643971205758846,0.0,0.0,0.01,Clear,2638,2,5,19
0,0.2568986202759449,0.0,0.0,0.01,Clear,2686,2,5,20
0,0.2511997600479905,0.0,0.0,0.01,Clear,3075,2,5,21
0,0.2513497300539891,0.0,0.0,0.01,Clear,2418,2,5,22
0,0.24370125974805035,0.0,0.0,0.01,Clear,1609,2,5,23
0,0.23815236952609453,0.0,0.0,0.01,Clear,1084,2,6,0
0,0.22315536892621468,0.0,0.0,0.01,Clear,812,2,6,1
0,0.2137072585482902,0.0,0.0,0.01,Clear,570,2,6,2
0,0.20440911817636476,0.0,0.0,0.01,Clear,356,2,6,3
0,0.20410917816436713,0.0,0.0,0.01,Clear,290,2,6,4
0,0.1913617276544688,0.0,0.0,0.01,Clear,456,2,6,5
0,0.1913617276544688,0.0,0.0,0.01,Clear,768,2,6,6
0,0.1819136172765452,0.0,0.0,0.01,Clear,930,2,6,7
0,0.1934613077384526,0.0,0.0,0.01,Clear,1636,2,6,8
0,0.22360527894421134,0.0,0.0,0.01,Clear,2344,2,6,9
0,0.247600479904019,0.0,0.0,0.01,Clear,2875,2,6,10
0,0.27459508098380336,0.0,0.0,0.01,Clear,3262,2,6,11
0,0.2874925014997003,0.0,0.0,0.01,Clear,3597,2,6,12
0,0.3047390521895621,0.03649110192342261,0.0,0.01,Rain,3754,2,6,13
0,0.31373725254949036,0.0,0.0,0.01,Clear,3861,2,6,14
0,0.317636472705459,0.0,0.0,0.01,Clear,3888,2,6,15
0,0.3135872825434918,0.0,0.0,0.01,Clear,3731,2,6,16
0,0.30563887222555497,0.0,0.0,0.01,Clear,3632,2,6,17
0,0.28494301139772027,0.0,0.0,0.01,Clear,3033,2,6,18
0,0.2753449310137972,0.0,0.0,0.01,Clear,2596,2,6,19
0,0.2657468506298746,0.0,0.0,0.01,Clear,2222,2,6,20
0,0.2598980203959216,0.0,0.0,0.01,Clear,1811,2,6,21
0,0.2504499100179962,0.0,0.0,0.01,Clear,1445,2,6,22
0,0.24160167966406743,0.0,0.0,0.01,Clear,2017,2,6,23
0,0.22915416916616715,0.0,0.0,0.01,Clear,516,2,0,0
0,0.21790641871625738,0.0,0.0,0.01,Clear,309,2,0,1
0,0.20065986802639468,0.0,0.0,0.01,Clear,231,2,0,2
0,0.1912117576484702,0.0,0.0,0.01,Clear,353,2,0,3
0,0.18581283743251387,0.0,0.0,0.01,Clear,889,2,0,4
0,0.17141571685662882,0.0,0.0,0.01,Clear,3154,2,0,5
0,0.1700659868026393,0.0,0.0,0.01,Clear,5024,2,0,6
0,0.15566886622675513,0.0,0.0,0.4,Clouds,4578,2,0,7
0,0.1694661067786445,0.0,0.0,0.2,Clouds,4132,2,0,8
0,0.1895620875824835,0.0,0.0,0.2,Clouds,5154,2,0,9
0,0.20650869826034857,0.0,0.0,0.2,Clouds,4161,2,0,10
0,0.23020395920815862,0.0,0.0,0.4,Clouds,4194,2,0,11
0,0.25209958008398337,0.0,0.0,0.75,Clouds,4500,2,0,12
0,0.26874625074985037,0.0,0.0,0.75,Clouds,4516,2,0,13
0,0.27774445110977863,0.0,0.0,0.75,Clouds,4662,2,0,14
0,0.27759448110377916,0.0,0.0,0.9,Clouds,5269,2,0,15
0,0.27924415116976586,0.0,0.0,0.9,Clouds,5983,2,0,16
0,0.27414517096580715,0.0,0.0,0.9,Clouds,5829,2,0,17
0,0.2649970005998803,0.0,0.0,0.9,Clouds,4135,2,0,18
0,0.26334733053389314,0.0,0.0,0.9,Clouds,2816,2,0,19
0,0.2507498500299943,0.0,0.0,0.9,Clouds,2398,2,0,20
0,0.2470005998800242,0.0,0.0,0.9,Clouds,2032,2,0,21
0,0.23800239952009594,0.0,0.0,0.9,Clouds,1359,2,0,22
0,0.22480503899220183,0.0,0.0,0.9,Clouds,855,2,0,23
0,0.20575884823035429,0.0,0.0,0.75,Clouds,471,2,1,0
0,0.18581283743251387,0.0,0.0,0.4,Clouds,293,2,1,1
0,0.1669166166766649,0.0,0.0,0.01,Clear,244,2,1,2
0,0.1567186562687466,0.0,0.0,0.01,Clear,369,2,1,3
0,0.1462207558488302,0.0,0.0,0.01,Clear,864,2,1,4
0,0.13317336532693513,0.0,0.0,0.01,Clear,2583,2,1,5
0,0.11847630473905246,0.0,0.0,0.01,Clear,5034,2,1,6
0,0.11817636472705484,0.0,0.0,0.01,Clear,5156,2,1,7
0,0.125674865026995,0.0,0.0,0.01,Clear,4490,2,1,8
0,0.15011997600479932,0.0,0.0,0.01,Clear,5052,2,1,9
0,0.1780143971205761,0.0,0.0,0.01,Clear,4317,2,1,10
0,0.1879124175164968,0.0,0.0,0.01,Clear,4225,2,1,11
0,0.2062087582483505,0.0,0.0,0.01,Clear,4570,2,1,12
0,0.21580683863227312,0.0,0.0,0.01,Clear,4700,2,1,13
0,0.2224055188962213,0.0,0.0,0.2,Clouds,5028,2,1,14
0,0.22480503899220183,0.0,0.0,0.01,Clear,5668,2,1,15
0,0.21820635872825456,0.0,0.0,0.2,Clouds,6326,2,1,16
0,0.20950809838032436,0.0,0.0,0.2,Clouds,6194,2,1,17
0,0.19616076784643122,0.0,0.0,0.2,Clouds,4452,2,1,18
0,0.1808638272345533,0.0,0.0,0.01,Clear,3128,2,1,19
0,0.17036592681463736,0.0,0.0,0.01,Clear,2827,2,1,20
0,0.15191961607678506,0.0,0.0,0.01,Clear,2711,2,1,21
0,0.13497300539892,0.0,0.0,0.01,Clear,1660,2,1,22
0,0.12192561487702491,0.0,0.0,0.01,Clear,1010,2,1,23
0,0.1163767246550691,0.0,0.0,0.01,Clear,499,2,2,0
0,0.10872825434913036,0.0,0.0,0.01,Clear,336,2,2,1
0,0.10332933413317358,0.0,0.0,0.01,Clear,232,2,2,2
0,0.09748050389922014,0.0,0.0,0.01,Clear,324,2,2,3
0,0.0881823635272947,0.0,0.0,0.01,Clear,790,2,2,4
0,0.0938812237552491,0.0,0.0,0.01,Clear,2645,2,2,5
0,0.09943011397720491,0.0,0.0,0.2,Clouds,4680,2,2,6
0,0.11262747450509947,0.0,0.0,0.75,Clouds,5453,2,2,7
0,0.12927414517096603,0.0,0.0,0.75,Clouds,5674,2,2,8
0,0.16391721655668867,0.0,0.0,0.75,Clouds,4842,2,2,9
0,0.19841031793641317,0.0,0.0,0.4,Clouds,4254,2,2,10
0,0.23755248950210017,0.0,0.0,0.9,Clouds,4499,2,2,11
0,0.26829634073185327,0.0,0.0,0.75,Clouds,4491,2,2,12
0,0.2906418716256747,0.0,0.0,0.75,Clouds,4505,2,2,13
0,0.31898620275944856,0.0,0.0,0.75,Clouds,5002,2,2,14
0,0.3321835632873431,0.0,0.0,0.75,Clouds,6027,2,2,15
0,0.3345830833833232,0.0,0.0,0.4,Clouds,5783,2,2,16
0,0.32468506298740296,0.0,0.0,0.2,Clouds,5649,2,2,17
0,0.2927414517096585,0.0,0.0,0.2,Clouds,4298,2,2,18
0,0.2622975404919017,0.0,0.0,0.2,Clouds,3121,2,2,19
0,0.24895020995800854,0.0,0.0,0.4,Clouds,2679,2,2,20
0,0.22840431913617287,0.0,0.0,0.2,Clouds,2332,2,2,21
0,0.19826034793041414,0.0,0.0,0.01,Clear,1562,2,2,22
0,0.18176364727054573,0.0,0.0,0.2,Clouds,1020,2,2,23
0,0.15746850629874043,0.0,0.0,0.01,Clear,543,2,3,0
0,0.14067186562687484,0.0,0.0,0.01,Clear,294,2,3,1
0,0.11817636472705484,0.0,0.0,0.01,Clear,269,2,3,2
0,0.10122975404919021,0.0,0.0,0.01,Clear,383,2,3,3
0,0.0926814637072586,0.0,0.0,0.01,Clear,812,2,3,4
0,0.084133173365327,0.0,0.0,0.01,Clear,2643,2,3,5
0,0.0713857228554291,0.0,0.0,0.01,Clear,5300,2,3,6
0,0.05638872225554925,0.0,0.0,0.01,Clear,5684,2,3,7
0,0.0713857228554291,0.0,0.0,0.2,Clouds,5198,2,3,8
0,0.0863827234553094,0.0,0.0,0.2,Clouds,4366,2,3,9
0,0.09568086382723484,0.0,0.0,0.2,Clouds,4616,2,3,10
0,0.1088782243551294,0.0,0.0,0.4,Clouds,4588,2,3,11
0,0.125674865026995,0.0,0.0,0.4,Clouds,4604,2,3,12
0,0.13872225554889006,0.0,0.0,0.4,Clouds,4875,2,3,13
0,0.15701859628074422,0.0,0.0,0.4,Clouds,5152,2,3,14
0,0.16556688662267582,0.0,0.0,0.4,Clouds,5924,2,3,15
0,0.16316736652669483,0.0,0.0,0.2,Clouds,6224,2,3,16
0,0.16121775644871006,0.0,0.0,0.2,Clouds,5547,2,3,17
0,0.14427114577084588,0.0,0.0,0.2,Clouds,4519,2,3,18
0,0.1334733053389323,0.0,0.0,0.01,Clear,3410,2,3,19
0,0.11412717456508714,0.0,0.0,0.01,Clear,3036,2,3,20
0,0.09163167366526714,0.0,0.0,0.01,Clear,3031,2,3,21
0,0.09058188362327568,0.0,0.0,0.4,Clouds,1841,2,3,22
0,0.10557888422315553,0.0,0.0,0.75,Clouds,1098,2,3,23
0,0.12057588482303583,0.0,0.0,0.9,Clouds,650,2,4,0
0,0.125674865026995,0.0,0.0,0.9,Clouds,401,2,4,1
0,0.13557288542291568,0.0,0.0,0.9,Clouds,290,2,4,2
0,0.12057588482303583,0.0,0.0,0.4,Clouds,360,2,4,3
0,0.11442711457708477,0.0,0.0,0.4,Clouds,725,2,4,4
0,0.11262747450509947,0.0,0.0,0.2,Clouds,2501,2,4,5
0,0.12927414517096603,0.0,0.0,0.75,Clouds,5347,2,4,6
0,0.14067186562687484,0.0,0.0,0.9,Clouds,6308,2,4,7
0,0.16391721655668867,0.0,0.0,0.9,Clouds,5509,2,4,8
0,0.18281343731253807,0.0,0.0,0.9,Clouds,5102,2,4,9
0,0.2084583083383329,0.0,0.0,0.9,Clouds,4636,2,4,10
0,0.23290341931613723,0.0,0.0,0.9,Clouds,4909,2,4,11
0,0.2534493101379729,0.0,0.0,0.9,Clouds,4903,2,4,12
0,0.2706958608278347,0.0,0.0,0.9,Clouds,4973,2,4,13
0,0.2795440911817635,0.0,0.0,0.9,Clouds,5191,2,4,14
0,0.28569286142771455,0.0,0.0,0.9,Clouds,5405,2,4,15
0,0.2984403119376129,0.0,0.0,0.9,Clouds,6030,2,4,16
0,0.2981403719256148,0.0,0.0,0.9,Clouds,5557,2,4,17
0,0.29424115176964616,0.0,0.0,0.9,Clouds,4757,2,4,18
0,0.28569286142771455,0.0,0.0,0.9,Clouds,3959,2,4,19
0,0.28134373125374923,0.0,0.0,0.9,Clouds,3225,2,4,20
0,0.2699460107978404,0.0,0.0,0.9,Clouds,3135,2,4,21
0,0.26244751049790027,0.0,0.0,0.9,Clouds,2699,2,4,22
0,0.24745050989802042,0.0,0.0,0.9,Clouds,1616,2,4,23
0,0.2287042591481705,0.0,0.0,0.75,Clouds,994,3,5,0
0,0.20980803839232154,0.0,0.0,0.75,Clouds,718,3,5,1
0,0.2005098980203961,0.0,0.0,0.9,Clouds,516,3,5,2
0,0.18746250749850013,0.0,0.0,0.9,Clouds,364,3,5,3
0,0.16496700659868013,0.0,0.0,0.9,Clouds,428,3,5,4
0,0.16121775644871006,0.0,0.0,0.9,Clouds,704,3,5,5
0,0.15566886622675513,0.0,0.0,0.9,Clouds,1250,3,5,6
0,0.14997000599880028,0.0,0.0,0.9,Clouds,2055,3,5,7
0,0.1462207558488302,0.0,0.0,0.9,Clouds,3003,3,5,8
0,0.15191961607678506,0.0,0.0,0.9,Clouds,3584,3,5,9
0,0.1567186562687466,0.0,0.0,0.9,Clouds,3866,3,5,10
0,0.16136772645470954,0.0,0.0,0.9,Clouds,4278,3,5,11
0,0.16886622675464924,0.0,0.0,0.9,Clouds,4641,3,5,12
0,0.1726154769046193,0.0,0.0,0.9,Clouds,4637,3,5,13
0,0.17066586682663498,0.0,0.0,0.9,Clouds,4731,3,5,14
0,0.17066586682663498,0.0,0.0,0.9,Clouds,4305,3,5,15
0,0.1669166166766649,0.0,0.0,0.9,Clouds,4314,3,5,16
0,0.1669166166766649,0.0,0.0,0.9,Clouds,4037,3,5,17
0,0.1594181163767252,0.0,0.0,0.75,Clouds,3897,3,5,18
0,0.15761847630473946,0.0,0.0,0.75,Clouds,2971,3,5,19
0,0.15191961607678506,0.0,0.0,0.9,Clouds,2753,3,5,20
0,0.14067186562687484,0.0,0.0,0.75,Clouds,3244,3,5,21
0,0.12942411517696506,0.0,0.0,0.75,Clouds,2666,3,5,22
0,0.12192561487702491,0.0,0.0,0.75,Clouds,1605,3,5,23
0,0.11067786442711514,0.0,0.0,0.75,Clouds,1024,3,6,0
0,0.10122975404919021,0.0,0.0,0.9,Clouds,604,3,6,1
0,0.09193161367726477,0.0,0.0,0.4,Clouds,510,3,6,2
0,0.0863827234553094,0.0,0.0,0.2,Clouds,292,3,6,3
0,0.07333533293341343,0.0,0.0,0.75,Clouds,257,3,6,4
0,0.05638872225554925,0.0,0.0,0.01,Clear,443,3,6,5
0,0.05638872225554925,0.0,0.0,0.01,Clear,759,3,6,6
